id,title,synopsis
2227,The Day After,"in the mid-1980s, the u.s. is poised on the brink of nuclear war. this shadow looms over the residents of a small town in kansas as they continue their daily lives. dr. russell oakes maintains his busy schedule at the hospital, denise dahlberg prepares for her upcoming wedding, and stephen klein is deep in his graduate studies. when the unthinkable happens and the bombs come down, the town's residents are thrust into the horrors of nuclear winter."
2237,Deadly Obsession,"a serial killer abducts a teenaged couple, takes them to his private torture chamber &amp; strips, tortures, rapes them. the girl escapes. when she tells her horror story to detectives, she is sabotaged by her mother who tells them not to believe her daughter's tall tale, ""she's a habitual liar."""
2239,Perfect Stranger,"a journalist goes undercover to ferret out businessman harrison hill as her best friend's killer. posing as one of his temps, she enters into a game of online cat-and-mouse."
2293,Shooter,"a marksman living in exile is coaxed back into action after learning of a plot to kill the president. ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why??"
2331,I Hired a Contract Killer,"after fifteen years' service, henri boulanger is made redundant from his job. shocked, he attempts suicide, but can't go through with it, so he hires a contract killer in a seedy bar to murder him at some unspecified time in the future. but almost immediately he meets and falls in love with margaret, a flower-seller, which makes henri realise that his life has some meaning after all. but when he goes back to the bar to cancel the contract, he finds it has been demolished - and there's no way he can get in touch with the killer..."
2365,Suspect Zero,"a killer is on the loose, and an fbi agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers."
2366,Untraceable,"special agent jennifer marsh works in an elite division of the fbi dedicated to fighting cybercrime. she thinks she has seen it all, until a particularly sadistic criminal arises on the internet. this tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. marsh and her team must find the elusive killer before time runs out."
2385,8MM,"a small, seemingly innocuous plastic reel of film leads surveillance specialist tom welles down an increasingly dark and frightening path. with the help of the streetwise max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. as his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town pi."
2464,Weekend at Bernie's,"two friends are invited for a weekend to a luxury island with their boss. the boss gets shot and nobody seems to notice, except for the two friends. in order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. the killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again."
2478,Prom Night,"donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends."
2527,The Cell,a psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.
2543,Eight Legged Freaks,"the residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of suvs. it's then up to mining engineer chris mccormack and sheriff sam parker to mobilize an eclectic group of townspeople, including the sheriff's young son, mike, her daughter, ashley, and paranoid radio announcer harlan, into battle against the bloodthirsty eight-legged beasts."
2571,I Love You Phillip Morris,"steve russell is a small-town cop. bored with his bland lifestyle, russell turns to fraud as a means of shaking things up. before long, russell's criminal antics have landed him behind bars, where he encounters the charismatic phillip morris. smitten, russell devotes his entire life to being with morris regardless of the consequences."
2583,The War of the Worlds,"the residents of a small town are excited when a flaming meteor lands in the hills, until they discover it is the first of many transport devices from mars bringing an army of invaders invincible to any man-made weapon, even the atomic bomb."
2620,Slither,"a small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
2644,Free Willy 2: The Adventure Home,jesse becomes reunited with willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
