id,title,synopsis
1823,Boogie Nights,"set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer jack horner aspires to elevate his craft to an art form. horner discovers eddie adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""dirk diggler"". now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, adams' dreams of turning sex into stardom are about to collide with cold, hard reality."
1834,The Baby of Mâcon,"set halfway through the 17th century, greenaway's film follows a church play performed for the benefit of the young aristocrat cosimo (lacey). in the play, a grotesque old woman gives birth to a beautiful baby boy. the child's older sister (ormond) is quick to exploit the situation, selling blessings from the baby, and even claiming she's the true mother by virgin birth. however, when she attempts to seduce the bishop's son (fiennes), the church exacts a terrible revenge."
1860,The Business,"during the '80s, a young man named frankie dreams of escaping london's south east region, and his mother's thug of a boyfriend gives him just the opportunity. after beating up the abusive beau, frankie runs off to spain, where he lands a job delivering a package to the dapper playboy charlie, a gangster who takes him under his wing. working as charlie's driver, frankie is immersed in a world of fast cars and pretty women -- but all the excess could be his undoing."
1864,The Astronaut Farmer,"texan charles farmer left the air force as a young man to save the family ranch when his dad died. like most american ranchers, he owes his bank. unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. it's his dream. the fbi puts him under surveillance when he tries to buy rocket fuel, and the faa stalls him when he files a flight plan – but charles is undeterred."
1873,Three of Hearts,a lesbian hires a male escort to break the heart of the bisexual woman who has just dumped her.
1880,The Hustler of Muscle Beach,"a slick promoter in the bodybuilding subculture of venice beach, california, finds what he considers a diamond in the rough: a dedicated but somewhat mentally challenged young man who wants to win bodybuilding championships, but needs some help and direction--and the promoter thinks he's just the one to do it."
1886,Two Moon Junction,"a young southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival."
1954,Baker's Hawk,"when a young boy nurses an injured hawk back to health, he gains newfound courage and confidence on his own."
1964,The Blue Lagoon,"two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. soon, however, the cook dies and the young boy and girl are left on their own. days become years and emmeline and richard make a home for themselves surrounded by exotic creatures and nature's beauty. but will they ever see civilization again?"
1969,Star Virgin,"the film is about a star virgin who lives with a robot in space and one day she starts to become aroused.  she starts to question the robot about sex so the robot shows her a series of vignettes involving sex.  the first is about a young couple who find themselves in the garden of eden.  the second is  a vampire tale as dracula finds himself a new bride, the third follows a quarterback who gets hurt in the big game and is out cold so they take him into the locker room where two cheerleaders fuck him back to life. the fourth tale is about a special strip club where men may pay a price and gang bang the strippers.  the star virgin hears these stories and starts getting even more horny ..."
1978,King of California,"charlie gets released from an insane asylum and moves in with miranda, the young daughter he left behind. charlie believes that there is treasure hidden beneath the local costco, so he puts together a plan to unearth the loot. by convincing miranda to quit her job at mcdonald's and instead work at the wholesale store, he is able to obtain a key. although miranda is skeptical, she helps her father with his irrational quest."
1988,Summer City,"four friends take a road trip to kick back, hit the pubs, and go surfing. tension builds among the group between sandy, a quiet young man who is angered by the obnoxious, womanizing boo who seduces a teenaged girl while on their trip in one of his usual one night stands. meanwhile, the girl's psychotic dad is also looking for boo out of revenge for what he did to his daughter. boo is in for a major wake up call."
1995,Fanny Hill,"cult filmmaker russ meyer takes on directorial duties in zugsmith s adaptation of the notorious erotic classic fanny hill. set in pre-victorian london, young fanny finds herself taken in by a madame at one of the city s most elite brothels. a strange mix of zugsmith s surreal slapstick and meyer s trademark buxom beauties and thoughtful satire, fanny hill is an over-the-top saga of low-rent thrills in high-brow settings."
2000,Sledgehammer,"a young boy murders his mother and her lover with a hammer. ten years later, a wave of teenage murders plagues the same area."
2001,Killer Workout,"two years ago, a young woman named valerie was burned after entering a tanning salon. now, her twin sister, rhonda runs a local gym where all of a sudden, people are being murdered."
2021,After Death,a woman goes back to the island where her parents were killed. they had been working on a cure for cancer and accidentally raised the dead by angering a voodoo priest. with the woman is a group of mercenaries and they meet up with some other researchers. they raise the dead again and all hell breaks loose
2024,"Sappho, Darling","a pretty young girl named sappho is, despite her boyfriend's best efforts, determined to remain a virgin until she marries. one day she picks up a beautiful, busty hitchhiker named brigitte, and finds herself attracted to the sexy young blonde."
2025,The Kill,"from the golden age of roughies, comes a shocking drive-in masterpiece, in which a hot young vixen is kidnapped and raped by a dangerous gang of heroine smugglers, who rape and kill anyone who gets in their way! then a tough private detective is hired to track down the bastards! rare grindhouse gem."
2041,Bolero,follows the tale of a young woman’s sexual awakening and subsequent journey around the world in pursuit of her ideal lover. encounters include an arabian sheik and a spanish bullfighter. her friend and butler accompany her and help to arrange her couplings.
2050,Nevada Smith,"nevada smith is the young son of an indian mother and white father. when his father is killed by three men over gold, nevada sets out to find them and kill them. the boy is taken in by a gun merchant. the gun merchant shows him how to shoot and to shoot on time and correct."
2076,P.S. I Love You,a young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.
2130,The Chamber,"idealistic young attorney adam hall takes on the death row clemency case of his racist grandfather, sam cayhall, a former ku klux klan member he has never met."
2142,Clubhouse Detectives in Big Trouble,"in need of cash to decorate their hut, young sleuths use a map to search for treasure"
2172,Underdog,a lab accident gives a hound named shoeshine some serious superpowers -- a secret that the dog eventually shares with the young boy who becomes his owner and friend.
2189,Zathura: A Space Adventure,"after their father is called into work, two young boys, walter and danny, are left in the care of their teenage sister, lisa, and told they must stay inside. walter and danny, who anticipate a boring day, are shocked when they begin playing zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. with the help of an astronaut, the boys attempt to return home."
2196,The Gate,"three young children accidentally release a horde of nasty, pint-sized demons from a hole in a suburban backyard. what follows is a classic battle between good and evil as the three kids struggle to overcome a nightmarish hell that is literally taking over the earth."
2250,Nabonga,"when a treasure hunter seeks a downed airplane in the jungles of africa, he encounters one of the passenger's young daughter, now fully grown, and with a gorilla protector."
2268,Juno,"faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child."
2275,Julia,an alcoholic becomes involved in a fellow a.a. member's plan to kidnap her young son from the boy's wealthy grandfather.
2279,Sleeping with the Enemy,"a young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband."
2289,Speed Racer,"speed racer is the tale of a young and brilliant racing driver. when corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious racer x to bring an end to the corruption and criminal activities. inspired by the cartoon series."
2316,"10,000 BC",a prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.
2324,Black Snake Moan,"a god-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it."
2351,Hard Eight,a stranger mentors a young reno gambler who weds a hooker and befriends a vulgar casino regular.
2378,Dreamland,a young woman who lives in a desert trailer park must choose between caring for her hapless father and sick friend or fulfilling her own destiny.
2382,The Man Who Knew Too Much,"while vacationing in st. moritz, a british couple receive a clue to an imminent assassination attempt, only to learn that their young daughter has been kidnapped to keep them quiet."
2383,Meet the Feebles,"heidi, the star of the ""meet the feebles variety hour"" discovers her lover bletch, the walrus, is cheating on her. and with all the world waiting for the show, the assorted co-stars must contend with drug addiction, extortion, robbery, disease, drug dealing, and murder. meanwhile the love between two of the stars is threatened by trevor the rat, who wishes to exploit the young starlet for use in his porno movie."
2399,Poetic Justice,"in this film, we see the world through the eyes of main character justice, a young african-american poet. a mail carrier invites a few friends along for a long overnight delivery run."
2416,Thunderbolt and Lightfoot,"with the help of an irreverent young sidekick, a bank robber gets his old gang back together to organise a daring new heist."
2433,When Night Is Falling,"a prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival."
2435,The Hitcher,"while driving through the new mexico desert during a rainy night, the college students jim halsey and his girlfriend grace andrews give a ride to the hitchhiker john ryder. while in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but jim succeeds to throw him out of the car on the road. on the next morning, the young couple sees john in another car."
2447,Angels and Insects,"in victorian england, wealthy patriarch sir harald alabaster invites an impoverished biologist, william adamson, into his home. there, william tries to continue his work, but is distracted by alabaster's seductive daughter, eugenia. william and eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the alabaster manor."
2452,Funny Games,"when ann, husband george, and son georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive."
2459,Far North,"in the arctic, as saiva is being born, a shaman declares that she is evil and will bring harm to all who become involved with her. saiva is cast out of her tribe of herders and grows up to live a nomadic existence with anja, a young woman she adopts as an infant. then loki, an injured and starving soldier, stumbles into their isolated lives. the women nurse him back to health, but treachery, violence and doom await them all."
2469,Nichts geht mehr,comedy movie that deals with typical behavior of young teens.
